ticker,signal_date,entry_date,exit_date,why,close_sig,st_line,ema200,pivot,atr14,entry_px,stop_px,target_px,exit_px,R,mfe_R,mae_R,held_d,stop_pct,gap_flag,pnl
ASAHIINDIA,2021-10-27,2021-10-28,2021-11-01,target,383.86,,322.15,353.31,14.31,382.92,355.24,438.29,438.29,2.0,2.16,0.0,2,7.2,False,22210.0
ENDURANCE,2021-10-21,2021-10-22,2021-11-08,target,1773.12,,1467.46,1657.19,73.51,1735.51,1626.1,1954.33,1954.33,2.0,2.03,-0.74,10,6.3,False,19824.0
GODREJIND,2021-10-21,2021-10-22,2021-11-10,target,575.6,,524.83,572.43,15.44,580.0,544.71,650.57,650.57,2.0,2.04,-0.62,12,6.1,False,19102.0
NH,2021-08-20,2021-08-23,2021-11-11,target,499.13,,433.48,496.36,17.92,500.27,463.28,574.24,574.24,2.0,3.16,-0.98,55,7.4,False,22331.0
RAJESHEXPO,2021-10-13,2021-10-14,2021-11-17,target,635.39,,555.0,604.69,14.97,651.64,605.45,744.0,744.0,2.0,2.08,-0.73,22,7.1,False,23480.0
RAMCOCEM,2021-10-29,2021-11-01,2021-11-22,stop,1054.69,,958.09,1009.45,38.45,1065.22,977.79,1240.07,977.79,-1.0,0.48,-1.14,13,8.2,False,-13921.0
CESC,2021-11-04,2021-11-08,2021-11-22,stop,74.6,,62.09,73.06,2.7,75.05,69.2,86.76,69.2,-1.0,0.15,-1.54,9,7.8,False,-13653.0
EQUITAS,2021-09-01,2021-09-02,2021-11-23,stop,125.0,,94.22,119.68,5.69,125.85,113.62,150.3,111.25,-1.194,1.57,-1.19,54,9.7,True,-19234.0
INTELLECT,2021-10-22,2021-10-25,2021-11-29,stop,659.29,,597.96,653.45,24.54,664.4,610.22,772.77,610.22,-1.0,1.54,-1.31,23,8.2,False,-13911.0
SIEMENS,2021-10-29,2021-11-01,2021-11-29,stop,1259.3,,1134.08,1251.17,37.15,1265.27,1185.01,1425.78,1185.01,-1.0,1.74,-1.26,18,6.3,False,-10941.0
APLAPOLLO,2021-11-10,2021-11-11,2021-11-29,stop,896.32,,705.1,878.07,32.79,906.28,830.75,1057.35,830.75,-1.0,0.28,-1.26,11,8.3,False,-14761.0
SPICEJET,2021-11-16,2021-11-17,2021-11-29,stop,78.15,,74.09,75.6,2.94,78.9,72.27,92.15,72.1,-1.026,1.27,-1.42,7,8.4,True,-15283.0
QUESS,2021-11-22,2021-11-23,2021-11-29,stop,825.91,,697.69,818.67,36.75,823.93,752.42,966.94,752.42,-1.0,0.0,-1.28,4,8.7,False,-14798.0
ERIS,2021-09-03,2021-09-06,2021-11-30,stop,749.07,,636.58,746.39,22.17,753.53,704.73,851.11,704.73,-1.0,1.87,-1.25,57,6.5,False,-11330.0
MAXHEALTH,2021-11-26,2021-11-29,2021-11-30,stop,370.07,,282.84,367.66,15.22,375.29,339.62,446.63,339.62,-1.0,0.24,-1.04,1,9.5,False,-15954.0
IDEA,2021-11-09,2021-11-10,2021-12-01,target,10.4,,9.34,10.08,0.57,10.4,9.26,12.69,12.69,2.0,2.49,-0.53,14,11.0,False,35736.0
RELCAPITAL,2021-11-26,2021-11-29,2021-12-01,stop,20.05,,17.3,19.5,0.98,20.5,18.09,25.33,17.2,-1.367,0.0,-1.37,2,11.8,True,-26466.0
LALPATHLAB,2021-11-29,2021-11-30,2021-12-06,stop,1876.56,,1582.37,1850.66,67.74,1894.21,1741.08,2200.47,1741.08,-1.0,0.0,-1.04,4,8.1,False,-13150.0
SONATSOFTW,2021-11-30,2021-12-01,2021-12-06,stop,318.18,,249.16,303.91,15.01,310.43,288.16,354.98,288.16,-1.0,0.0,-1.2,3,7.2,False,-11554.0
POONAWALLA,2021-11-10,2021-11-11,2021-12-07,target,176.27,,138.05,168.78,8.32,178.0,159.63,214.73,216.56,2.1,2.52,-0.31,17,10.3,False,35359.0
PRIVISCL,2021-12-06,2021-12-07,2021-12-08,stop,1901.68,,1362.16,1737.14,77.92,1871.22,1745.84,2121.98,1745.84,-1.0,0.0,-1.1,1,6.7,False,-11037.0
APLAPOLLO,2021-11-29,2021-11-30,2021-12-14,target,886.95,,726.67,878.07,39.01,884.78,808.94,1036.47,1036.47,2.0,2.7,0.0,10,8.6,False,25491.0
GODFRYPHLP,2021-12-03,2021-12-06,2021-12-15,stop,408.51,,330.57,400.56,17.54,408.35,373.43,478.2,373.43,-1.0,0.0,-1.01,7,8.6,False,-14155.0
IBULHSGFIN,2021-11-26,2021-11-29,2021-12-17,stop,215.58,,199.72,200.7,11.1,213.17,193.37,252.78,193.37,-1.0,1.55,-1.23,14,9.3,False,-15610.0
GUJGASLTD,2021-11-29,2021-11-30,2021-12-20,stop,634.19,,567.05,631.38,22.66,632.99,588.87,721.23,588.87,-1.0,0.81,-1.46,14,7.0,False,-11443.0
HINDZINC,2021-12-03,2021-12-06,2021-12-20,stop,227.15,,202.2,223.32,6.69,229.63,213.76,261.38,213.76,-1.0,0.77,-1.23,10,6.9,False,-11590.0
JSLHISAR,2021-12-13,2021-12-14,2021-12-20,stop,335.5,,246.39,326.98,15.02,334.9,305.46,393.78,305.46,-1.0,0.21,-1.19,4,8.8,False,-14652.0
ANURAS,2021-11-29,2021-11-30,2021-12-24,target,790.95,,713.12,786.64,26.28,794.92,738.39,907.98,907.98,2.0,2.02,-0.3,18,7.1,False,21016.0
KIMS,2021-11-18,2021-11-22,2022-01-04,target,251.55,,224.78,248.34,9.95,255.89,231.64,304.39,304.39,2.0,2.36,-0.89,31,9.5,False,30531.0
CHAMBLFERT,2021-12-21,2021-12-22,2022-01-14,target,344.27,,283.05,343.21,17.75,345.36,308.76,418.55,418.55,2.0,2.2,-0.25,17,10.6,False,30744.0
ULTRACEMCO,2022-01-03,2022-01-04,2022-01-19,stop,7551.94,,6874.23,7464.74,160.62,7576.48,7230.69,8268.05,7230.69,-1.0,0.56,-1.12,11,4.6,False,-8039.0
DIXON,2021-12-21,2021-12-22,2022-01-21,stop,5490.78,,4393.34,5250.71,217.68,5520.27,5055.42,6449.98,5055.42,-1.0,0.42,-1.27,22,8.4,False,-13256.0
UNITDSPR,2022-01-13,2022-01-14,2022-01-21,stop,922.73,,760.95,902.44,23.44,920.23,875.85,1008.99,875.85,-1.0,0.4,-1.1,5,4.8,False,-8537.0
COFORGE,2021-11-30,2021-12-01,2022-01-24,stop,1029.2,,821.67,984.48,44.16,1023.09,940.88,1187.52,940.88,-1.0,1.7,-1.38,38,8.0,False,-12850.0
ZENSARTECH,2021-12-16,2021-12-17,2022-01-24,stop,450.84,,364.02,444.01,19.9,460.47,411.03,559.33,411.03,-1.0,0.93,-1.54,26,10.7,False,-17424.0
MAZDOCK,2022-01-03,2022-01-04,2022-01-24,stop,132.68,,115.56,130.44,3.9,133.62,124.89,151.08,124.89,-1.0,0.42,-1.41,14,6.5,False,-11165.0
HEMIPROP,2022-01-18,2022-01-19,2022-01-24,stop,154.15,,134.02,139.08,6.23,153.9,141.69,178.31,141.69,-1.0,0.28,-1.94,3,7.9,False,-13366.0
ALKEM,2022-01-21,2022-01-24,2022-01-27,stop,3379.5,,3257.41,3368.03,91.16,3397.87,3197.19,3799.23,3197.19,-1.0,0.0,-1.05,2,5.9,False,-10029.0
MMTC,2021-12-23,2021-12-24,2022-01-31,target,47.0,,42.56,44.98,2.29,47.7,42.42,58.26,58.26,2.0,3.22,-0.69,25,11.1,False,32861.0
RADICO,2021-12-07,2021-12-08,2022-02-04,stop,1070.46,,825.52,1057.06,50.47,1081.81,969.52,1306.39,969.52,-1.0,1.79,-1.07,41,10.4,False,-16781.0
JSL,2021-12-14,2021-12-15,2022-02-08,target,187.07,,134.13,183.11,8.28,186.93,170.51,219.76,219.76,2.0,2.05,-0.9,38,8.8,False,26979.0
TTML,2022-02-08,2022-02-09,2022-02-11,stop,180.8,,96.44,176.95,9.67,177.0,161.45,208.09,155.1,-1.409,0.0,-1.41,2,8.8,True,-19845.0
TRITURBINE,2022-01-25,2022-01-27,2022-02-14,stop,208.69,,147.92,185.74,12.77,206.89,183.15,254.37,183.15,-1.0,0.26,-1.13,12,11.5,False,-18239.0
UFLEX,2022-01-25,2022-01-27,2022-02-14,target,505.14,,481.08,502.7,17.52,501.09,470.09,563.08,563.08,2.0,2.4,-0.37,12,6.2,False,18078.0
CDSL,2022-02-03,2022-02-04,2022-02-14,stop,750.27,,602.38,744.46,26.4,755.08,697.46,870.32,697.46,-1.0,0.0,-1.03,6,7.6,False,-12663.0
NETWORK18,2022-02-10,2022-02-11,2022-02-15,stop,92.1,,68.6,91.82,4.33,91.95,83.43,108.98,83.43,-1.0,0.0,-1.06,2,9.3,False,-15041.0
SIS,2022-01-20,2022-01-21,2022-02-22,stop,498.4,,446.17,474.32,16.3,493.94,465.8,550.23,465.8,-1.0,1.95,-1.01,21,5.7,False,-9915.0
INFIBEAM,2022-01-25,2022-01-27,2022-02-22,stop,21.75,,21.5,20.81,0.97,21.75,19.82,25.61,19.52,-1.151,1.16,-1.29,18,8.9,True,-16343.0
UFLEX,2022-02-14,2022-02-15,2022-02-22,stop,537.96,,483.81,506.06,19.69,546.25,498.58,641.59,488.85,-1.204,0.37,-2.63,5,8.7,True,-16246.0
COROMANDEL,2022-01-28,2022-01-31,2022-02-24,stop,754.9,,753.8,729.52,22.76,762.63,709.37,869.13,709.37,-1.0,0.69,-1.08,18,7.0,False,-11519.0
MARICO,2022-02-21,2022-02-22,2022-02-24,stop,486.15,,475.61,485.75,10.94,480.16,464.26,511.95,457.16,-1.447,0.33,-1.45,2,3.3,True,-7746.0
TVSMOTOR,2022-02-15,2022-02-16,2022-02-28,stop,648.43,,596.79,627.54,24.01,650.09,600.41,749.46,600.41,-1.0,0.33,-1.08,8,7.6,False,-12059.0
ADANIENSOL,2021-12-21,2021-12-22,2022-03-03,target,1769.6,,1382.91,1730.78,85.66,1825.0,1598.27,2278.45,2300.0,2.095,2.33,-0.77,49,12.4,False,37925.0
SIEMENS,2022-02-25,2022-02-28,2022-03-07,stop,1384.95,,1258.77,1356.1,47.29,1372.76,1290.36,1537.55,1290.36,-1.0,0.48,-1.2,4,6.0,False,-9351.0
BRIGADE,2022-02-25,2022-02-28,2022-03-07,stop,367.34,,307.73,351.79,18.42,367.3,330.5,440.89,330.5,-1.0,0.44,-1.33,4,10.0,False,-15126.0
POWERGRID,2022-02-15,2022-02-16,2022-03-08,target,124.23,,111.86,124.23,3.33,124.64,117.58,138.76,138.76,2.0,2.2,-0.77,13,5.7,False,16031.0
ATGL,2022-03-04,2022-03-07,2022-03-08,stop,1802.56,,1438.5,1796.13,86.09,1766.51,1630.37,2038.79,1630.37,-1.0,0.0,-1.03,1,7.7,False,-11847.0
TIMKEN,2022-01-25,2022-01-27,2022-03-17,target,1938.18,,1673.99,1931.16,70.94,1904.33,1796.29,2120.4,2120.4,2.0,2.79,-0.7,34,5.7,False,16517.0
UFLEX,2022-02-23,2022-02-24,2022-03-21,target,512.6,,486.96,506.06,26.18,496.5,460.24,569.04,569.04,2.0,2.91,-0.65,15,7.3,False,20566.0
LAURUSLABS,2022-02-25,2022-02-28,2022-03-23,target,523.81,,514.83,513.63,20.66,519.91,482.48,594.77,594.77,2.0,2.16,-0.15,15,7.2,False,19981.0
EIHOTEL,2022-02-25,2022-02-28,2022-03-28,target,128.11,,122.11,127.29,6.11,127.47,115.88,150.64,150.69,2.005,2.79,-0.62,18,9.1,False,25472.0
INOXLEISUR,2022-03-08,2022-03-09,2022-03-28,target,417.0,,367.01,393.98,18.17,422.9,380.66,507.38,563.6,3.331,3.33,-0.41,12,10.0,False,46721.0
TATAELXSI,2022-03-16,2022-03-17,2022-03-28,target,6850.54,,5284.53,6707.81,275.13,6932.78,6300.27,8197.81,8197.81,2.0,2.79,0.0,6,9.1,False,25875.0
POWERGRID,2022-03-22,2022-03-23,2022-04-06,target,130.98,,115.48,129.58,4.05,131.48,122.88,148.68,148.68,2.0,2.11,-0.2,10,6.5,False,18960.0
CGPOWER,2022-03-25,2022-03-28,2022-04-07,target,182.26,,137.97,181.58,7.13,181.57,168.0,208.7,208.7,2.0,2.26,-0.35,8,7.5,False,22244.0
GAEL,2022-03-08,2022-03-09,2022-04-11,target,107.86,,84.6,99.76,6.57,109.92,94.72,140.32,140.32,2.0,2.53,-0.26,22,13.8,False,38716.0
GRANULES,2022-03-25,2022-03-28,2022-04-18,stop,314.87,,314.45,314.5,10.88,317.48,293.1,366.25,293.1,-1.0,0.09,-1.15,13,7.7,False,-12600.0
CONCOR,2022-03-25,2022-03-28,2022-04-25,stop,652.74,,588.01,611.45,22.14,643.56,608.46,713.74,608.46,-1.0,1.02,-1.03,18,5.5,False,-9170.0
MMTC,2022-04-06,2022-04-07,2022-04-25,stop,53.3,,45.19,49.5,2.3,53.5,48.71,63.08,48.71,-1.0,0.38,-1.15,10,9.0,False,-15701.0
FEDERALBNK,2022-04-08,2022-04-11,2022-04-25,stop,96.55,,87.47,94.95,2.88,96.36,90.8,107.49,90.8,-1.0,0.03,-1.09,8,5.8,False,-10452.0
REDINGTON,2022-04-13,2022-04-18,2022-04-28,stop,144.99,,124.44,137.53,6.12,144.08,132.74,166.75,132.74,-1.0,0.3,-1.12,8,7.9,False,-14082.0
JSWENERGY,2022-04-05,2022-04-06,2022-05-02,stop,332.22,,269.43,318.12,13.14,330.42,305.94,379.39,305.94,-1.0,0.83,-1.48,16,7.4,False,-13018.0
POWERINDIA,2022-04-27,2022-04-28,2022-05-04,stop,3161.82,,2688.66,3136.83,136.87,3181.97,2888.07,3769.78,2888.07,-1.0,0.26,-1.15,3,9.2,False,-15815.0
ASIANPAINT,2022-04-22,2022-04-25,2022-05-06,stop,3021.25,,2928.22,3019.13,74.92,2992.22,2871.4,3233.87,2871.4,-1.0,1.14,-1.03,8,4.0,False,-7592.0
CYIENT,2022-04-22,2022-04-25,2022-05-06,stop,837.65,,833.29,794.23,31.82,821.95,774.02,917.8,768.98,-1.105,0.76,-1.14,8,5.8,True,-11617.0
JBCHEPHARM,2022-04-22,2022-04-25,2022-05-09,stop,819.12,,768.24,807.03,28.22,798.91,762.68,871.39,762.68,-1.0,1.66,-1.33,9,4.5,False,-8425.0
SUNTECK,2022-04-29,2022-05-02,2022-05-09,stop,475.22,,439.23,474.99,23.06,467.22,429.09,543.47,428.56,-1.014,0.11,-1.25,4,8.2,True,-14138.0
ASTERDM,2022-05-05,2022-05-06,2022-05-10,stop,143.76,,137.61,140.39,6.09,141.16,131.59,160.29,131.59,-1.0,0.0,-1.29,2,6.8,False,-11372.0
SUVENPHAR,2022-05-06,2022-05-09,2022-05-10,stop,570.85,,518.53,569.45,24.3,573.6,522.24,676.32,522.24,-1.0,0.0,-1.11,1,9.0,False,-14462.0
HINDZINC,2022-03-08,2022-03-09,2022-05-11,stop,221.49,,211.66,219.47,10.84,225.68,199.81,277.42,199.81,-1.0,0.75,-1.1,41,11.5,False,-17060.0
CONCOR,2022-05-05,2022-05-06,2022-05-11,stop,611.48,,597.38,609.76,21.17,602.77,569.14,670.04,569.14,-1.0,0.25,-1.04,3,5.6,False,-9499.0
FACT,2022-05-06,2022-05-09,2022-05-11,stop,129.12,,122.56,125.59,6.9,130.57,115.33,161.05,115.33,-1.0,0.0,-1.1,2,11.7,False,-18623.0
BLUESTARCO,2022-02-15,2022-02-16,2022-05-12,stop,509.64,,445.33,489.44,21.62,511.2,466.39,600.81,466.39,-1.0,1.9,-1.03,56,8.8,False,-13720.0
NOCIL,2022-05-09,2022-05-10,2022-05-12,stop,234.58,,219.8,221.65,10.03,231.33,214.52,264.95,214.52,-1.0,0.0,-1.03,2,7.3,False,-11611.0
MOTILALOFS,2022-05-10,2022-05-11,2022-05-12,stop,855.55,,847.13,850.3,32.22,856.13,791.1,986.19,791.1,-1.0,0.0,-1.18,1,7.6,False,-11808.0
ONGC,2022-03-02,2022-03-03,2022-05-24,stop,126.93,,106.66,125.56,4.41,131.1,118.11,157.09,118.11,-1.0,1.6,-1.09,54,9.9,False,-15215.0
SUMICHEM,2022-05-16,2022-05-17,2022-06-01,target,413.79,,382.49,410.42,17.85,410.81,378.1,476.23,476.23,2.0,2.06,-0.13,11,8.0,False,21782.0
IRB,2022-05-23,2022-05-24,2022-06-13,stop,11.62,,10.46,11.5,0.64,11.74,10.35,14.54,10.35,-1.0,0.0,-1.17,14,11.9,False,-17823.0
ZFCVINDIA,2022-05-13,2022-05-16,2022-06-17,stop,1286.09,,1254.73,1228.83,45.25,1300.05,1195.59,1508.98,1195.59,-1.0,0.57,-1.46,24,8.0,False,-11942.0
BANDHANBNK,2022-03-17,2022-03-21,2022-06-20,stop,294.55,,293.07,290.56,13.2,296.21,268.15,352.34,268.15,-1.0,1.61,-1.37,62,9.5,False,-14793.0
TATAELXSI,2022-05-31,2022-06-01,2022-06-20,stop,7959.5,,6228.76,7715.14,386.63,8178.78,7186.24,10163.86,7186.24,-1.0,0.16,-1.32,13,12.1,False,-18072.0
AEGISLOG,2022-06-10,2022-06-13,2022-06-20,stop,217.35,,214.43,214.2,9.89,213.35,197.57,244.93,197.57,-1.0,0.65,-1.6,5,7.4,False,-11441.0
ASAHIINDIA,2022-06-17,2022-06-20,2022-06-27,target,458.71,,429.92,450.56,22.82,458.32,413.07,548.81,548.81,2.0,2.06,-0.36,5,9.9,False,26348.0
PHOENIXLTD,2022-05-11,2022-05-12,2022-07-07,target,523.6,,477.67,511.97,28.17,521.1,467.27,628.75,628.75,2.0,2.01,-0.56,40,10.3,False,28665.0
SIEMENS,2022-06-24,2022-06-27,2022-07-07,target,1357.61,,1313.21,1356.31,39.76,1366.39,1278.09,1542.99,1542.99,2.0,2.07,-0.12,8,6.5,False,17102.0
NOCIL,2022-05-16,2022-05-17,2022-07-18,target,223.36,,219.87,221.65,10.51,225.65,202.34,272.27,272.27,2.0,2.1,-0.33,44,10.3,False,28471.0
GESHIP,2022-06-17,2022-06-20,2022-07-25,target,342.57,,299.52,332.68,17.09,342.57,308.38,410.94,410.94,2.0,2.11,-0.91,25,10.0,False,26640.0
METROBRAND,2022-07-15,2022-07-18,2022-08-01,target,560.24,,528.14,552.57,24.38,572.46,511.48,694.42,694.42,2.0,2.73,-0.4,10,10.7,False,30210.0
ULTRACEMCO,2022-07-22,2022-07-25,2022-08-02,target,6314.9,,6276.19,6035.68,146.99,6207.65,6020.93,6581.08,6581.08,2.0,2.01,-0.22,6,3.0,False,8329.0
GMRAIRPORT,2022-07-29,2022-08-01,2022-08-02,stop,37.5,,35.56,36.25,1.13,37.5,35.24,42.01,35.24,-1.0,0.0,-1.29,1,6.0,False,-10111.0
GRINDWELL,2022-07-06,2022-07-07,2022-08-03,target,1700.7,,1581.01,1661.19,62.42,1704.49,1575.86,1961.75,1961.75,2.0,2.05,-0.78,19,7.5,False,21056.0
HOMEFIRST,2022-05-02,2022-05-04,2022-08-11,target,721.69,,688.27,715.32,33.6,739.02,654.5,908.07,908.07,2.0,2.03,-0.55,70,11.4,False,35791.0
APOLLOTYRE,2022-07-15,2022-07-18,2022-08-12,target,202.94,,193.61,198.91,5.93,203.76,191.09,229.1,229.1,2.0,2.09,-0.44,18,6.2,False,17332.0
CHALET,2022-05-16,2022-05-17,2022-08-16,target,299.42,,246.88,290.3,14.38,299.62,270.67,357.52,357.52,2.0,2.11,-0.8,63,9.7,False,26586.0
AMBUJACEM,2022-07-06,2022-07-07,2022-08-16,target,361.89,,346.73,360.57,5.17,363.51,351.55,387.43,387.43,2.0,2.39,-0.32,26,3.3,False,8771.0
MAXHEALTH,2022-08-16,2022-08-17,2022-08-19,stop,395.05,,354.16,365.45,13.53,400.18,367.98,464.57,367.98,-1.0,0.0,-1.04,2,8.0,False,-13845.0
GSFC,2022-08-01,2022-08-02,2022-08-23,stop,149.52,,123.93,125.25,6.59,149.39,136.34,175.49,136.34,-1.0,0.02,-1.02,13,8.7,False,-14657.0
IOC,2022-08-16,2022-08-17,2022-08-24,stop,60.75,,60.4,59.53,1.13,60.87,58.49,65.65,58.49,-1.0,0.12,-1.06,5,3.9,False,-7163.0
THERMAX,2022-03-17,2022-03-21,2022-08-26,target,1981.76,,1602.76,1976.11,86.26,2036.15,1809.23,2490.0,2490.0,2.0,2.04,-0.83,109,11.1,False,32310.0
SUZLON,2022-08-22,2022-08-23,2022-08-29,stop,7.9,,7.46,7.32,0.37,7.99,7.15,9.67,7.15,-1.0,0.55,-1.09,4,10.5,False,-17635.0
GMRAIRPORT,2022-08-30,2022-09-01,2022-09-02,target,35.95,,35.43,35.1,1.07,35.75,33.82,39.61,39.61,2.0,2.59,0.0,1,5.4,False,16476.0
ANGELONE,2022-08-11,2022-08-12,2022-09-07,target,121.6,,120.25,117.9,5.11,120.34,111.39,138.24,138.24,2.0,2.24,-0.38,16,7.4,False,22984.0
SWANENERGY,2022-09-01,2022-09-02,2022-09-14,target,206.75,,201.46,205.35,8.43,209.0,189.9,247.21,247.21,2.0,2.04,-0.13,8,9.1,False,28558.0
BDL,2022-06-21,2022-06-22,2022-09-16,target,362.54,,271.63,357.37,25.1,358.5,312.34,450.8,450.8,2.0,2.56,-0.79,59,12.9,False,34445.0
RELIANCE,2022-08-12,2022-08-16,2022-09-16,stop,1192.53,,1121.2,1186.34,24.99,1198.51,1142.56,1310.42,1142.56,-1.0,0.26,-1.19,22,4.7,False,-8205.0
RAYMOND,2022-08-02,2022-08-03,2022-09-19,target,985.19,,769.72,976.36,39.37,991.31,906.46,1161.0,1161.0,2.0,2.07,-0.89,30,8.6,False,26466.0
KEC,2022-09-15,2022-09-16,2022-09-19,stop,443.72,,410.02,433.45,15.26,445.84,413.21,511.1,413.21,-1.0,0.0,-1.25,1,7.3,False,-13288.0
VIPIND,2022-09-13,2022-09-14,2022-09-20,target,627.83,,585.77,618.34,14.99,620.75,597.85,666.57,666.57,2.0,3.05,0.0,4,3.7,False,11520.0
RENUKA,2022-09-06,2022-09-07,2022-09-21,target,51.65,,41.57,49.05,1.89,51.25,47.87,58.01,58.01,2.0,2.23,-0.8,10,6.6,False,20645.0
SUNTECK,2022-06-21,2022-06-22,2022-09-22,stop,470.18,,439.04,467.15,24.14,470.18,421.9,566.74,421.9,-1.0,1.29,-1.01,63,10.3,False,-14694.0
BSE,2022-08-23,2022-08-24,2022-09-26,stop,209.53,,209.01,207.73,6.27,209.45,196.99,234.36,196.99,-1.0,1.75,-1.04,22,5.9,False,-10263.0
JUBLINGREA,2022-09-20,2022-09-21,2022-09-26,stop,513.11,,488.12,502.21,17.65,513.64,477.81,585.3,477.81,-1.0,0.0,-1.17,3,7.0,False,-12952.0
OLECTRA,2022-09-21,2022-09-22,2022-09-26,stop,623.05,,605.14,619.94,22.53,617.8,578.0,697.42,578.0,-1.0,0.11,-1.17,2,6.4,False,-12067.0
CRISIL,2022-09-01,2022-09-02,2022-09-28,stop,3104.06,,2949.02,3068.68,100.62,3080.07,2902.82,3434.56,2902.82,-1.0,0.38,-1.02,18,5.8,False,-10049.0
KIMS,2022-09-01,2022-09-02,2022-09-30,target,253.82,,249.12,243.93,7.44,257.4,238.94,294.31,294.31,2.0,3.11,-0.94,20,7.2,False,22232.0
ENDURANCE,2022-09-20,2022-09-21,2022-10-07,stop,1440.91,,1395.94,1436.84,49.38,1440.57,1342.15,1637.4,1342.15,-1.0,0.08,-1.03,11,6.8,False,-12703.0
SUPRAJIT,2022-09-30,2022-10-03,2022-10-12,stop,334.46,,331.53,328.95,10.23,335.68,314.01,379.04,314.01,-1.0,0.07,-1.03,6,6.5,False,-11951.0
AWL,2022-08-01,2022-08-02,2022-10-14,stop,688.11,,488.05,595.84,26.79,720.24,634.52,891.67,634.52,-1.0,1.37,-1.09,49,11.9,False,-19678.0
JBMA,2022-10-12,2022-10-13,2022-10-14,stop,224.65,,205.29,204.93,9.58,224.97,205.48,263.96,205.48,-1.0,0.0,-1.05,1,8.7,False,-15335.0
KEC,2022-09-29,2022-09-30,2022-10-17,stop,436.78,,411.52,433.45,16.09,437.72,404.59,503.97,404.59,-1.0,0.72,-1.05,10,7.6,False,-13774.0
MAPMYINDIA,2022-09-30,2022-10-03,2022-10-17,stop,1391.55,,1386.9,1327.8,43.1,1389.06,1305.36,1556.47,1305.36,-1.0,0.25,-1.09,9,6.0,False,-11210.0
CANBK,2022-10-17,2022-10-18,2022-10-25,target,41.56,,37.39,41.11,1.48,42.01,38.6,48.84,48.84,2.0,2.46,-0.07,5,8.1,False,25680.0
SUNPHARMA,2022-09-20,2022-09-21,2022-10-27,target,880.03,,820.01,871.12,18.53,886.4,842.96,973.27,973.27,2.0,2.11,-0.59,24,4.9,False,16110.0
AVANTIFEED,2022-10-14,2022-10-17,2022-10-28,stop,461.36,,457.09,456.45,16.19,459.87,428.98,521.66,428.98,-1.0,0.29,-1.16,8,6.7,False,-11807.0
TORNTPHARM,2022-09-20,2022-09-21,2022-11-01,target,1450.76,,1386.81,1433.61,34.64,1452.2,1381.49,1593.63,1593.63,2.0,2.58,-0.9,27,4.9,False,16003.0
JUBLINGREA,2022-09-30,2022-10-03,2022-11-10,target,499.59,,488.59,479.97,17.33,495.71,464.93,557.27,557.27,2.0,2.14,-0.31,25,6.2,False,20467.0
JUBLFOOD,2022-10-24,2022-10-25,2022-11-10,stop,592.55,,591.36,592.35,17.71,595.23,557.13,671.44,557.13,-1.0,0.75,-1.3,10,6.4,False,-11499.0
AEGISLOG,2022-10-06,2022-10-07,2022-11-16,target,274.89,,231.26,270.22,11.92,273.54,251.05,318.52,318.52,2.0,2.01,-0.63,26,8.2,False,27330.0
BAJFINANCE,2022-10-14,2022-10-17,2022-11-16,stop,711.76,,659.63,711.37,19.28,710.04,673.2,783.74,673.2,-1.0,0.62,-1.07,20,5.2,False,-9308.0
MARICO,2022-09-19,2022-09-20,2022-11-17,stop,490.85,,486.41,488.4,10.62,493.34,469.61,540.79,469.61,-1.0,1.6,-1.17,39,4.8,False,-8960.0
BBTC,2022-11-09,2022-11-10,2022-11-17,stop,943.64,,940.04,934.79,24.53,940.7,894.57,1032.95,894.57,-1.0,0.32,-1.19,5,4.9,False,-9133.0
PRSMJOHNSN,2022-10-25,2022-10-27,2022-11-21,stop,124.5,,120.99,123.82,4.13,124.5,116.25,141.01,116.25,-1.0,0.79,-1.1,16,6.6,False,-11906.0
PERSISTENT,2022-10-14,2022-10-17,2022-11-28,target,1776.47,,1748.58,1752.75,59.52,1765.56,1657.42,1981.84,1981.84,2.0,2.06,-0.18,28,6.1,False,19216.0
JMFINANCIL,2022-11-18,2022-11-21,2022-12-05,target,65.78,,62.39,65.16,2.68,65.78,60.41,76.51,76.51,2.0,2.3,-0.32,10,8.2,False,26107.0
ZEEL,2022-12-02,2022-12-05,2022-12-09,stop,263.35,,248.14,258.83,6.01,263.3,251.33,287.26,251.33,-1.0,0.0,-1.04,4,4.5,False,-8598.0
KEC,2022-11-16,2022-11-17,2022-12-13,target,431.71,,413.93,430.62,14.81,431.67,402.1,490.8,491.27,2.016,2.38,-0.88,18,6.8,False,22329.0
GMMPFAUDLR,2022-11-16,2022-11-17,2022-12-16,stop,1936.28,,1643.31,1884.06,67.59,1938.52,1801.1,2213.35,1717.48,-1.609,0.38,-2.69,21,7.1,True,-19973.0
DRREDDY,2022-12-12,2022-12-13,2022-12-16,stop,872.8,,853.96,867.38,16.24,872.4,840.32,936.57,840.32,-1.0,0.47,-1.15,3,3.7,False,-7183.0
HFCL,2022-12-02,2022-12-05,2022-12-21,stop,80.96,,72.24,79.32,2.53,81.46,75.89,92.59,75.89,-1.0,1.23,-1.28,12,6.8,False,-12486.0
ATGL,2022-10-31,2022-11-01,2022-12-23,stop,3597.92,,2677.56,3447.24,148.59,3615.94,3300.73,4246.37,3300.73,-1.0,0.92,-1.41,37,8.7,False,-15435.0
